SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,0,1.6137012404433893,0,0,0,0,0,0,-1.5076384890696393,0,0,1,0,0,1,1,0,0,0,0
0,1,1,1.002895784642934,0,0,1,1,0,1,1.0897502221900113,0,1,0,0,1,0,0,1,0,0,0
0,1,1,1.5322605130033284,1,1,1,0,0,1,1.3722557122182522,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.7992939660427822,1,0,0,0,0,0,-1.2965902700485417,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0.0256070553622056,1,0,0,0,0,0,0.7108605061521354,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-1.1960038562387048,0,0,0,0,0,1,-1.4946593966651809,0,0,1,1,0,0,0,0,0,1,1
1,0,0,0.5074865272533535,0,1,1,0,1,1,1.4312832861099456,0,1,0,1,0,0,0,1,0,0,1
0,1,1,1.6137012404433893,1,1,1,1,1,1,0.534710024134526,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.4223169455581282,0,0,0,0,0,0,-1.477726143066649,0,0,1,0,1,0,0,0,0,1,0
1,1,0,1.1782983718306388,1,0,1,1,0,1,1.3205845311626072,0,1,0,0,1,0,0,1,0,0,1
1,0,0,-0.9782840051068554,1,0,0,0,0,1,0.35137897301556975,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,1,1,0,1,0,0.3253236021135945,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-0.7213792691436378,1,0,0,0,1,1,0.828439876262947,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.4328106925625091,0,1,0,1,0,0,0.3469269631157543,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1.5729808767233588,1,1,1,0,0,1,0.6875953481498096,0,1,0,0,1,0,0,1,0,0,0
0,1,1,-1.0738427650786138,0,0,0,0,0,0,-1.520932865070968,0,0,1,0,1,0,0,1,0,0,0
1,0,0,-0.7073594915983407,0,0,1,0,0,1,0.3203382111130964,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.880734693482843,0,1,1,0,1,1,1.3506523512160928,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0.0256070553622056,1,0,0,1,1,1,0.4782089261288781,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.231989606837678,0,0,0,1,0,1,0.714415817061071,0,1,0,1,0,0,0,1,0,0,1
0,0,1,-1.1552834925186746,1,0,0,0,1,0,0.53304822713436,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.2594354906780068,0,0,0,0,0,0,-1.4577845790646555,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0.8400143297628127,0,0,0,0,0,0,-1.461108173064988,0,0,1,0,1,0,1,0,0,0,1
0,1,0,1.6137012404433893,1,0,0,0,0,0,-1.326502616051532,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6916961619880726,1,0,0,1,0,0,0,1,0,0,0
0,1,0,1.5729808767233588,0,1,1,1,1,1,-0.5703849809759457,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.21935489939136588,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.2699292376823877,0,0,1,0,0,1,-0.2047896409393986,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-1.1145631287986442,0,1,1,1,1,1,-0.7149613199903985,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.7705075767456576,1,0,0,0,0,1,-1.3372149060911742,0,0,1,1,0,0,0,1,0,0,1
0,0,0,-1.0514977919172421,0,1,1,0,0,1,0.12751846846249063,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.234538082975094,0,0,1,0,0,1,-0.47146345136891443,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.7992939660427822,0,1,0,0,0,1,-0.4989277099688025,1,0,0,1,0,0,1,0,0,0,0
0,1,1,-0.748079855318371,0,1,1,0,0,1,0.0228765480833603,1,0,0,1,0,0,0,0,1,0,1
1,1,1,-0.9109613101984924,0,0,0,0,0,1,-1.004113998019304,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0.4328106925625091,1,0,0,1,1,1,1.422109622223236,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6463910446545044,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,0,0,0,0,0,1,-1.4843733310673135,0,0,1,0,0,1,0,1,0,0,0
0,0,0,1.6137012404433893,1,1,1,1,1,0,0.7906267621601091,1,0,0,0,0,1,0,1,0,0,0
0,0,0,1.4100994218432374,0,1,0,1,1,1,0.252204534106285,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-0.7888002190384014,0,0,0,0,0,1,-0.9858342310174764,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.9109613101984924,0,0,0,1,0,1,1.001674981181207,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,1,1,0.3170146171127639,0,1,0,1,0,0,0,0,0,1,0
1,1,0,0.7178532386027215,1,1,1,1,0,1,1.2343265612044645,0,1,0,0,1,0,1,0,0,0,0
1,0,0,-1.1552834925186746,0,0,0,1,0,1,0.9966895901807084,0,1,0,1,0,0,0,0,1,0,0
1,0,0,-1.2471024009821834,0,0,0,0,0,1,-1.3283615929075059,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-0.4223169455581282,0,1,0,1,1,1,0.1657910900976468,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-0.9109613101984924,0,0,1,0,1,0,-0.9476129000136556,1,0,0,1,0,0,0,0,1,0,0
1,0,0,-0.8702409464784621,1,1,0,0,0,1,-0.304497460949366,1,0,0,1,0,0,0,0,1,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,1,0.1595596042254454,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2627647299787357,0,0,0,0,0,1,-0.2885854022545353,1,0,0,1,0,0,0,0,1,0,1
0,1,1,-0.9924020376385532,0,0,0,0,0,0,-1.504314895069307,0,0,1,0,0,1,1,0,0,0,0
1,1,0,1.002895784642934,0,0,1,1,0,1,0.8604222361670865,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0.4328106925625091,0,1,1,0,1,1,1.4420511862252297,0,1,0,1,0,0,0,1,0,0,1
1,0,0,-1.2367242199587352,0,0,0,0,0,1,0.4931650991303729,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,-0.2945266789483693,1,0,0,1,0,0,0,0,1,0,0
1,1,0,-0.0965540357978854,0,0,1,0,0,1,-0.4773243489666429,1,0,0,1,0,0,1,0,0,0,1
0,0,1,-0.5851984004382496,0,0,0,0,0,1,-0.9891578250178088,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.3011738669490337,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.4223169455581282,1,0,1,0,0,1,0.468238144127881,0,1,0,1,0,0,0,0,0,1,0
0,1,1,-0.9924020376385532,0,0,0,0,0,0,-1.519271068070802,0,0,1,0,0,1,0,0,0,1,0
0,1,0,1.015196880410359,1,0,1,0,0,1,1.071362145429141,0,1,0,0,1,0,0,0,1,0,1
1,0,0,-0.9516816739185228,1,0,0,0,0,1,0.3087056321119333,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.4249408138295015,0,1,0,0,0,1,-0.5312752085053546,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0.978622839809141,1,1,1,0,0,1,1.1159104180140131,0,1,0,0,1,0,0,0,1,0,1
1,1,0,-1.0331224013585834,1,0,0,0,0,1,1.0249401391835322,0,1,0,1,0,0,1,0,0,0,1
1,0,0,-1.2322828218390605,0,0,0,1,0,1,-0.7529251053785405,1,0,0,1,0,0,0,0,1,0,1
0,1,0,-1.2774445836787656,0,1,0,0,0,1,1.0049985751815391,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0.7992939660427822,1,1,1,1,0,0,1.440389389225063,0,1,0,1,0,0,0,1,0,0,0
0,1,1,-0.9109613101984924,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,0,1,0,0,0,1,0
1,0,0,1.3286586944031769,1,1,0,1,1,1,1.5151702542325387,0,1,0,0,0,1,0,0,1,0,0
0,1,1,-0.8996995233164624,0,0,0,0,0,1,-1.5096183706550492,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-1.2367242199587352,0,1,0,1,0,1,-0.3211154309510272,1,0,0,1,0,0,0,0,0,1,1
0,0,1,-0.5444780367182193,0,0,0,0,0,1,-1.4876969250676455,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-1.1552834925186746,0,0,0,0,0,0,-0.6351950639824246,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6875953481498096,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.5549717837226001,0,1,0,1,1,0,-0.8811410200070108,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-0.8295205827584317,0,0,0,0,0,1,-1.5093002860698053,0,0,1,0,1,0,1,0,0,0,0
0,0,1,-0.5851984004382496,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,1,0,1,0,0,0,1
1,1,0,-1.1201395413217716,0,0,0,0,0,1,0.2519981814020321,0,1,0,1,0,0,0,0,0,1,1
0,0,1,-1.0331224013585834,0,0,0,0,0,1,0.2089978121019659,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.5037576729981889,0,0,1,0,0,1,-0.4307940329619915,1,0,0,1,0,0,0,0,0,1,0
1,0,0,-0.8702409464784621,1,0,0,0,0,1,0.6659919871476498,0,1,0,1,0,0,0,1,0,0,1
1,0,0,-1.1960038562387048,1,0,1,1,0,1,1.3373579752147635,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2372118061136197,1,0,0,0,0,0,0.6875498708073666,0,1,0,1,0,0,0,0,0,1,1
1,1,0,0.08488014073334736,1,0,0,0,0,1,0.6840652194159853,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.318164947398796,0,0,0,0,0,1,-1.4976677070686424,0,0,1,0,1,0,0,0,0,1,0
0,1,0,-1.1960038562387048,0,0,0,0,0,1,-0.9841724340173104,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2247081425776003,0,0,0,0,1,1,-0.048402020004413765,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0.0256070553622056,0,1,0,1,1,1,1.2958130502106109,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6981874051643535,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,1,1,1,1,0,0.82884809316393,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,1,0,0,0,1,1.0249401391835322,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.2367242199587352,0,0,1,0,0,1,-1.1470285400335904,1,0,0,1,0,0,0,0,0,1,0
0,1,0,0.9214550572028734,1,0,1,1,0,1,1.2924894562102784,0,1,0,1,0,0,0,1,0,0,0
1,0,0,-0.7073594915983407,1,0,1,0,0,0,0.8055829351616043,0,1,0,1,0,0,0,1,0,0,0
0,0,1,-1.2774445836787656,0,0,1,0,0,1,-0.4939423189683041,1,0,0,1,0,0,0,0,1,0,0
1,1,0,1.4100994218432374,0,0,0,0,0,1,-1.4860351280674795,0,0,1,0,0,1,1,0,0,0,0
1,1,0,-0.12088239189740091,1,0,0,1,0,1,1.172160059531932,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0.758573602322752,0,1,1,1,1,1,0.6144762801425001,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-0.5851984004382496,1,0,0,1,1,1,1.0066603721817051,0,1,0,1,0,0,1,0,0,0,0
1,1,0,-1.1960038562387048,0,0,0,0,0,1,0.5197538511330312,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.8295205827584317,1,0,1,1,0,1,1.3473287572157604,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0.3513699651224484,0,0,1,0,1,0,-0.9742016520163136,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-1.2367242199587352,0,0,0,0,0,1,-1.3198554280508674,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.1145631287986442,0,0,0,0,0,1,0.5064594751317021,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.7888002190384014,0,0,0,0,0,0,-1.502653098069141,0,0,1,0,0,1,0,0,0,1,0
1,1,1,-0.8295205827584317,0,0,0,0,1,1,-1.1786026830367469,1,0,0,1,0,0,0,0,0,1,0
0,0,1,-0.3001558543980371,0,1,0,0,0,1,-0.801374763999037,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-0.9133039574483086,1,0,0,0,0,1,-1.3244316980587822,0,0,1,1,0,0,0,1,0,0,1
0,0,0,-1.0331224013585834,0,0,0,0,0,1,-1.4893587220678115,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.1960038562387048,0,0,0,1,1,0,0.5097830691320341,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-1.0331224013585834,0,1,1,1,1,1,0.3635449331174155,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0.7178532386027215,1,1,1,0,0,1,0.1857326540996401,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.19658594528853673,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5851984004382496,0,1,0,1,0,0,-1.03568814102246,1,0,0,1,0,0,0,0,0,1,0
0,1,0,-0.2187151269579764,0,1,0,0,1,1,1.2343265612044645,0,1,0,0,1,0,0,1,0,0,0
0,0,0,-1.2511396576525038,1,0,0,0,0,0,0.5905375003571894,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4100994218432374,0,1,0,0,1,0,-0.9658926670154828,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1.6137012404433893,0,1,1,1,1,0,-0.6484894399837535,1,0,0,0,0,1,0,1,0,0,0
0,1,0,0.6796011470748444,1,0,1,0,0,1,1.2112151228600663,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4915401492832985,0,1,1,0,1,1,1.3822264942192488,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0.880734693482843,0,0,1,1,1,1,-0.1250233849314247,1,0,0,0,1,0,0,0,1,0,0
0,0,0,1.6137012404433893,1,0,1,1,1,0,0.7258166791536301,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0.2292088739623573,0,1,1,0,1,1,-0.1582593249347472,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0.4328106925625091,0,1,1,1,0,1,0.7091987091519689,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0.7992939660427822,0,1,0,1,0,0,-0.3659839499555126,1,0,0,0,1,0,0,0,1,0,0
0,1,0,1.2151114169999322,1,0,1,1,1,1,1.5006714796174734,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,1,0,0,0,-0.4690153639658123,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-1.0583438651356025,0,0,0,0,0,1,0.6591126950577266,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.9924020376385532,1,0,0,0,0,1,-0.183186279937239,1,0,0,1,0,0,0,0,1,0,0
1,1,0,1.342936568629326,1,0,0,1,1,1,1.3622415908414003,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0.6771328748826912,0,0,0,0,0,0,-1.505976692069473,0,0,1,0,1,0,0,1,0,0,0
1,1,0,0.9214550572028734,1,0,1,1,1,1,1.6231870592433366,0,1,0,0,0,1,0,0,1,0,0
1,1,0,-0.5037576729981889,0,0,1,0,0,1,-0.1582593249347472,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1.4100994218432374,1,0,0,1,1,1,1.3589613362169235,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-0.5444780367182193,1,0,0,1,1,0,-0.1732154979362424,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0.5549717837226001,1,0,0,0,0,0,-1.3248408190513656,0,0,1,0,1,0,0,0,1,0,0
0,1,0,-0.5037576729981889,0,0,0,0,0,1,0.8055829351616043,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2473865019853991,1,0,0,0,0,1,1.0340614479370067,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,0,0,0,0,1,0,-1.1387195550327598,1,0,0,1,0,0,0,0,1,0,0
0,1,1,-0.2594354906780068,1,0,0,1,1,1,0.572931355138347,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-0.8257355295803844,0,0,0,1,0,1,0.3858772900992841,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.880734693482843,0,0,0,0,0,0,-1.4876969250676455,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.2047227290515352,0,0,0,0,0,0,-1.4873070325064295,0,0,1,1,0,0,1,0,0,0,1
1,1,0,-1.0738427650786138,0,0,0,1,0,1,1.0299255301840309,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.2064976032430856,1,1,1,1,1,0,0.1541585110964841,1,0,0,0,0,1,1,0,0,0,0
0,1,1,1.6137012404433893,1,1,0,1,1,0,0.6626683931473177,1,0,0,0,0,1,0,1,0,0,0
0,1,1,-1.1982660208827285,0,0,0,0,0,1,0.8050289647354343,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6451658459834212,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0.029176457626571325,0,0,0,0,1,1,0.9667088758812638,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.09016868413641063,1,0,0,0,0,0,0.7656651392203009,0,1,0,0,1,0,0,0,1,0,1
0,1,0,-0.3408762181180675,1,0,0,1,0,1,1.2060760122016398,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.0738427650786138,0,0,0,0,0,1,-0.6700928009859131,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-0.6219006879810957,1,0,0,1,0,0,1,0,0,0,1
1,1,0,1.333631833233989,1,1,1,0,0,1,1.090332946178843,0,1,0,0,1,0,0,1,0,0,1
1,1,0,-0.3408762181180675,0,0,0,1,0,1,-0.801374763999037,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-0.8053157267711315,1,0,1,1,0,1,0.9542882722610304,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.1070477828022663,0,0,1,1,0,1,1.249282734205959,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0.4328106925625091,0,1,1,1,1,1,0.8604222361670865,0,1,0,0,1,0,0,1,0,0,0
1,0,0,-1.1552834925186746,1,0,0,0,0,1,0.3220000081132624,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.9516816739185228,0,0,0,0,0,1,-1.3231790220511994,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0.6771328748826912,0,1,0,1,1,0,-0.1000964299289328,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1.1745751530702968,1,0,1,1,0,1,1.2869688018481642,0,1,0,0,1,0,1,0,0,0,1
1,1,0,0.0256070553622056,0,1,1,0,1,1,0.9568064621767214,0,1,0,0,1,0,0,0,1,0,0
0,1,1,0.0256070553622056,0,0,0,0,0,0,-1.4677553610656522,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0.5956921474426305,1,0,1,1,0,1,0.6792863631489789,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.189966695111385,0,0,0,1,0,1,0.40704594558531015,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.2408003006901696,0,1,0,0,0,0,-1.1506831730323177,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-0.4223169455581282,0,0,0,1,1,0,-0.2662761299455452,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.7888002190384014,0,0,1,0,0,1,0.328647196113927,0,1,0,0,1,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.504314895069307,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0.011800247093177951,1,0,1,0,0,1,0.8399644546551301,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.8295205827584317,1,0,0,1,0,0,0.3319707901142591,1,0,0,1,0,0,1,0,0,0,0
0,1,0,0.4328106925625091,0,1,0,1,1,1,0.6477122201458225,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-1.1145631287986442,0,1,0,1,1,0,-0.8229781250011965,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-0.9924020376385532,0,0,0,1,0,1,0.3087056321119333,0,1,0,1,0,0,1,0,0,0,0
0,0,1,-0.055833672077855,0,0,0,0,0,0,-1.3215172250510334,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.055833672077855,1,0,0,0,1,0,0.5629605731373504,0,1,0,0,1,0,0,1,0,0,0
0,1,1,1.4508197855632678,0,0,0,0,0,0,-1.4893587220678115,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-0.0965540357978854,0,0,0,0,1,0,-0.4507355969639848,1,0,0,1,0,0,0,1,0,0,1
0,1,1,1.1657772395230557,1,0,0,1,0,1,1.1678546811978192,0,1,0,0,1,0,0,0,1,0,0
0,0,0,-1.1145631287986442,1,0,0,0,0,1,0.6792863631489789,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.4223169455581282,1,0,1,0,0,1,1.1927816362003112,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0.6929694701974584,1,1,0,1,1,0,0.5725114516847627,1,0,0,0,1,0,0,0,1,0,1
0,0,0,0.2292088739623573,0,0,0,0,0,1,0.1574821050968162,0,1,0,1,0,0,0,1,0,0,0
0,1,0,1.5191343897227554,1,0,1,1,1,1,1.4905355233245559,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.50313588113137,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,1,0,0,0,1,-0.46569176996548,1,0,0,1,0,0,0,0,0,1,0
0,1,1,-1.2367242199587352,1,1,0,0,0,0,-0.2679379269457112,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6534748309842519,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.9924020376385532,0,0,0,0,0,0,-1.4876969250676455,0,0,1,0,0,1,0,0,0,1,0
1,1,0,1.125056875803025,1,1,1,1,1,1,1.7046151122514768,0,1,0,0,0,1,1,0,0,0,0
1,1,0,1.4915401492832985,0,1,1,0,0,0,-0.2729233179462098,1,0,0,0,0,1,0,1,0,0,0
0,0,1,-0.6666391278783103,0,0,0,0,0,1,-1.5109620830699717,0,0,1,0,1,0,1,0,0,0,0
1,0,0,-0.7888002190384014,1,0,1,1,0,1,1.4005062612210766,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.5729808767233588,1,0,1,1,0,1,1.3423433662152622,0,1,0,0,0,1,1,0,0,0,0
0,1,1,-0.3815965818380978,1,0,0,0,0,1,-0.5454580259734538,1,0,0,0,1,0,0,1,0,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,1,-1.4993295040688086,0,0,1,1,0,0,0,0,1,0,0
1,0,0,1.5729808767233588,0,1,1,0,0,1,-0.2762469119465419,1,0,0,0,1,0,0,0,1,0,0
0,0,1,-1.1960038562387048,0,0,0,0,0,1,-1.4694171580658184,0,0,1,0,1,0,0,1,0,0,0
0,1,1,0.5142514200025698,1,0,0,0,0,1,-1.2916048790480432,0,0,1,0,1,0,0,1,0,0,0
0,0,0,1.3286586944031769,0,1,0,1,1,0,-0.1599211219349132,1,0,0,0,0,1,0,1,0,0,0
0,1,1,0.880734693482843,1,0,1,0,1,1,1.3440051632154282,0,1,0,0,1,0,0,0,1,0,0
0,1,1,1.1657772395230557,1,1,1,0,0,1,1.3705939152180862,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0.6771328748826912,0,0,0,0,0,1,-1.491020519067978,0,0,1,0,0,1,0,1,0,0,0
0,1,0,1.2879383306831464,1,1,1,1,0,0,0.8205391081630994,0,1,0,0,1,0,1,0,0,0,0
0,0,1,-0.5444780367182193,0,0,0,0,0,1,-1.3098846460498703,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0.38087115173098546,1,0,1,1,0,1,1.3160356189583886,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.0843365120829946,1,0,0,0,0,0,-1.3215172250510334,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0.6364125111626608,1,0,0,0,0,0,-1.3364733980525287,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0.1070477828022663,0,0,0,1,1,1,0.2738078951084448,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.0180530026961976,0,0,1,0,1,1,-0.7371790365551689,1,0,0,1,0,0,0,0,0,1,1
0,1,0,-0.6888939911964191,1,0,0,0,0,1,0.6727938189518413,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.7178532386027215,1,1,0,1,1,1,0.5895493251400082,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-0.9924020376385532,1,0,0,0,0,1,0.7241548821534641,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.7680579520514332,1,0,0,0,1,0,0.08245801983082884,1,0,0,0,1,0,0,0,0,1,1
0,1,1,0.188488510242327,1,0,1,0,0,1,0.7989357471609396,0,1,0,1,0,0,0,0,1,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,1,0.16903104820286655,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.7888002190384014,0,0,0,1,0,1,1.0598378761870213,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.1960038562387048,1,0,0,0,0,1,0.3386179781149237,0,1,0,1,0,0,0,0,1,0,0
0,1,0,1.4508197855632678,1,0,0,0,0,0,-1.3132082400502028,0,0,1,0,0,1,1,0,0,0,0
0,0,0,1.0436161483629645,1,0,0,0,1,0,0.5280628361338618,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.2006888271011353,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.1960038562387048,1,0,0,0,0,1,-0.4690153639658123,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-1.318164947398796,0,1,1,1,1,0,-0.289541287947871,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1.5729808767233588,0,0,1,0,0,0,-0.5122220859701314,1,0,0,0,0,1,0,0,1,0,1
0,1,1,-0.5444780367182193,1,0,0,0,0,1,0.6277706561438292,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.0663274190822359,0,0,0,0,0,1,0.1741000750984774,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.3001558543980371,0,0,0,0,0,1,-1.5142856770703037,0,0,1,1,0,0,0,1,0,0,0
0,1,0,1.6137012404433893,1,0,1,1,1,1,0.6875953481498096,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4876969250676455,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-0.3001558543980371,0,0,0,0,0,0,0.1657910900976468,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.898255057039697,1,0,0,0,0,1,0.35011975542000817,0,1,0,1,0,0,0,0,1,0,1
